iso3c,type,year,epc_pp1990_share_gtco2_nobunkers_rcbyearend,pc_pp1990_atp_mer_pf2_share_gtco2_nobunkers_rcbyearend,pc_pp1990_atp_ppp_pf2_share_gtco2_nobunkers_rcbyearend,ecpc_pp1990_share_gtco2_nobunkers_rcbyearend,cpc_pp1990_atp_mer_pf2_share_gtco2_nobunkers_rcbyearend,epc_pp2015_share_gtco2_nobunkers_rcbyearend,pc_pp2015_atp_mer_pf2_share_gtco2_nobunkers_rcbyearend,pc_pp2015_atp_ppp_pf2_share_gtco2_nobunkers_rcbyearend,epc_pp2016_share_gtco2_nobunkers_rcbyearend,pc_pp2016_atp_mer_pf2_share_gtco2_nobunkers_rcbyearend,pc_pp2016_atp_ppp_pf2_share_gtco2_nobunkers_rcbyearend
FIN,terr,1990,1.0404987423774865,0.11647282970287763,0.3216344134896159,0.8859129718132063,0.1844139912219237,NA,NA,NA,NA,NA,NA
FIN,terr,1991,0.985270576438622,0.061244663764013024,0.26640624755075126,0.8306848058743417,0.12918582528305908,NA,NA,NA,NA,NA,NA
FIN,terr,1992,0.9309660822610382,0.006940169586429207,0.21210175337316747,0.7763803116967578,0.07488133110547526,NA,NA,NA,NA,NA,NA
FIN,terr,1993,0.8746110968170788,-0.04941481585753019,0.15574676792920808,0.7200253262527985,0.01852634566151587,NA,NA,NA,NA,NA,NA
FIN,terr,1994,0.8128341681416784,-0.11119174453293057,0.0939698392538077,0.6582483975773981,-0.043250583013884514,NA,NA,NA,NA,NA,NA
FIN,terr,1995,0.7546758711984469,-0.16935004147616206,0.035811542310576205,0.6000901006341666,-0.101408879957116,NA,NA,NA,NA,NA,NA
FIN,terr,1996,0.6905962678505575,-0.23342964482405149,-0.02826806103731322,0.5360104972862771,-0.16548848330500543,NA,NA,NA,NA,NA,NA
FIN,terr,1997,0.6278546375739926,-0.2961712751006163,-0.09100969131387804,0.4732688670097123,-0.22823011358157025,NA,NA,NA,NA,NA,NA
FIN,terr,1998,0.5684594410674424,-0.3555664716071666,-0.15040488782042832,0.41387367050316204,-0.28762531008812053,NA,NA,NA,NA,NA,NA
FIN,terr,1999,0.5095505982726826,-0.4144753144019264,-0.20931373061518815,0.3549648277084022,-0.34653415288288036,NA,NA,NA,NA,NA,NA
FIN,terr,2000,0.45249910627850487,-0.4715268063961041,-0.26636522260936585,0.2979133357142245,-0.40358564487705806,NA,NA,NA,NA,NA,NA
FIN,terr,2001,0.3899396084619111,-0.5340863042126979,-0.3289247204259596,0.23535383789763076,-0.4661451426936518,NA,NA,NA,NA,NA,NA
FIN,terr,2002,0.3248512714895675,-0.5991746411850415,-0.3940130573983032,0.17026550092528714,-0.5312334796659954,NA,NA,NA,NA,NA,NA
FIN,terr,2003,0.25214439376030984,-0.6718815189142991,-0.4667199351275609,0.09755862319602948,-0.6039403573952531,NA,NA,NA,NA,NA,NA
FIN,terr,2004,0.18315521981562288,-0.7408706928589861,-0.5357091090722479,0.028569449251342527,-0.67292953133994,NA,NA,NA,NA,NA,NA
FIN,terr,2005,0.12606670089276995,-0.797959211781839,-0.5927976279951008,-0.02851906967151041,-0.730018050262793,NA,NA,NA,NA,NA,NA
FIN,terr,2006,0.05764594033964032,-0.8663799723349687,-0.6612183885482303,-0.09693983022464003,-0.7984388108159226,NA,NA,NA,NA,NA,NA
FIN,terr,2007,-0.009162647724406003,-0.933188560399015,-0.7280269766122767,-0.16374841828868636,-0.8652473988799689,NA,NA,NA,NA,NA,NA
